"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20111201 ~ 20111231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 노암동","267-8","0267","0008","성덕주택(금모래)","49.14","59.45","201112","1","2,900","1","1983","강변로312번길 3"
"강원도 강릉시 노암동","282-1","0282","0001","한일","62.28","54.61","201112","1","2,900","1","1978","연화봉길33번길 6-15"
"강원도 강릉시 옥계면 현내리","669-1","0669","0001","전원빌라","88.5","89.83","201112","1","6,000","3","1997","옥계로 883"
"강원도 강릉시 옥계면 현내리","669-1","0669","0001","전원빌라","88.5","89.83","201112","26","5,400","1","1997","옥계로 883"
"강원도 강릉시 초당동","482","0482","0000","(482-0)","46.605","70.74","201112","7","5,000","1","1999","난설헌로 164"
"강원도 강릉시 포남동","1177-1","1177","0001","신일","57.77","63","201112","15","4,600","3","1985","성덕포남로182번길 26"
"강원도 강릉시 포남동","1005-134","1005","0134","옥포","52.74","53.75","201112","14","4,200","1","1983","용지각길8번길 29"
"강원도 강릉시 포남동","1005-134","1005","0134","옥포","52.74","53.75","201112","23","3,400","2","1983","용지각길8번길 29"
"강원도 고성군 죽왕면 문암진리","14-15","0014","0015","백도하이빌B","56.58","36.58","201112","27","5,000","4","2004","문암항길 76"
"강원도 동해시 발한동","356-1","0356","0001","사문","54.925","58.5","201112","27","2,200","2","1983","해안로 635-15"
"강원도 동해시 송정동","1064-1","1064","0001","두성빌라","63.85","38","201112","5","4,000","3","1994","동해역길 24"
"강원도 동해시 이로동","492-11","0492","0011","보성주택B동","65.73","103.28","201112","20","2,000","2","1993","월평로 48-16"
"강원도 동해시 천곡동","1033-9","1033","0009","승우주택C","67.03","30.73","201112","24","4,450","4","1991","동굴1길 10-4"
"강원도 동해시 천곡동","941","0941","0000","중앙빌라트","82.03","12.99","201112","14","6,600","4","2002","동굴로 147"
"강원도 동해시 천곡동","941","0941","0000","중앙빌라트","98.69","15.63","201112","14","6,300","4","2002","동굴로 147"
"강원도 동해시 천곡동","941","0941","0000","중앙빌라트","96.06","15.21","201112","24","5,250","5","2002","동굴로 147"
"강원도 동해시 천곡동","963-1","0963","0001","효성타운2차","80.17","46.24","201112","16","7,000","4","1994","감추1길 3-1"
"강원도 삼척시 남양동","345-2","0345","0002","백조(1~3동)","55.14","45.48","201112","23","4,900","1","1986","남양길 49"
"강원도 삼척시 남양동","33-24","0033","0024","삼화(다동)","53.5","52.61","201112","28","4,700","3","1982","진주로 30-37"
"강원도 삼척시 남양동","166","0166","0000","수성빌라","45.7","60","201112","24","2,200","1","1996","중앙로4길 43"
"강원도 삼척시 남양동","17-56","0017","0056","현대타운","59.7","23","201112","6","5,500","4","1985","진주로 15"
"강원도 삼척시 남양동","5-8","0005","0008","현진빌라B","66.19","58.48","201112","12","6,300","1","1991","사대1길 26-8"
"강원도 삼척시 당저동","34-1","0034","0001","두산(A,B동)","75.21","85.8","201112","5","4,000","3","1984","중앙로 269"
"강원도 삼척시 당저동","12-1","0012","0001","봉황(라~바)","59.215","73.61","201112","15","7,300","3","1982","사대1길 25-34"
"강원도 삼척시 당저동","116-12","0116","0012","월계파크","72.8","56.12","201112","14","5,100","1","1995","월계길 17-1"
"강원도 삼척시 정상동","294-3","0294","0003","유진빌라B","62.73","52.63","201112","1","4,850","2","1993","영진서길 71-9"
"강원도 속초시 교동","799-77","0799","0077","현대골든빌라","45","30","201112","19","1,600","1","1991","만리공원1길 4"
"강원도 속초시 금호동","625-88","0625","0088","성진주택","65.73","66.26","201112","11","4,000","1","1983","번영로67번길 15-1"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","38.52","56.8","201112","12","2,300","1","1988","청봉로1길 21"
"강원도 속초시 장사동","518-7","0518","0007","우림주택","62.64","156.93","201112","8","5,300","2","1986","중앙로 437-6"
"강원도 속초시 조양동","1431-1","1431","0001","설악비치하우스","41.46","32.49","201112","27","4,000","2","1987","해오름로 202"
"강원도 속초시 조양동","590-1","0590","0001","설악빌리지","72.78","89.24","201112","5","6,650","1","1990","청대마을길 5"
"강원도 속초시 조양동","590-1","0590","0001","설악빌리지","72.78","89.24","201112","15","7,300","1","1990","청대마을길 5"
"강원도 속초시 조양동","633-8","0633","0008","오복주택","54.9","60.83","201112","28","2,500","3","1986","동해대로 4176-1"
