"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20130401 ~ 20130430"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","2","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","22.45","30.94","201304","18","4,200","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","2","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","2","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","22.45","30.94","201304","18","4,200","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","2","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","22.45","30.94","201304","18","4,200","2","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","22.45","30.94","201304","18","4,200","4","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","22.45","30.94","201304","18","4,200","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219","0219","0000","정동진우리하우스텔1","27.35","37.7","201304","18","4,500","3","2012","오이동길 45-4"
"강원도 강릉시 강동면 산성우리","219-3","0219","0003","정동진우리하우스텔2","22.45","32.45","201304","2","9,700","2","2012","오이양지길 32-7"
"강원도 강릉시 교동","828-1","0828","0001","풍원국민주택","58.675","64.47","201304","1","6,700","2","1985","화부산로 93"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","1","1988","옛강일길38번길 3"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","2","1988","옛강일길38번길 3"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","3","1988","옛강일길38번길 3"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","1","1988","옛강일길38번길 3"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","2","1988","옛강일길38번길 3"
"강원도 강릉시 교동","837-3","0837","0003","한전기공사택","49.32","47.67","201304","29","4,800","3","1988","옛강일길38번길 3"
"강원도 강릉시 노암동","309-4","0309","0004","백마","69.41","45","201304","30","3,400","2","1981","노가니길 21-18"
"강원도 강릉시 포남동","1005-359","1005","0359","삼광빌라","54.18","41.88","201304","12","5,000","1","1991","경강로2234번길 19"
"강원도 강릉시 포남동","626-2","0626","0002","진양그린","58.51","46.56","201304","26","5,100","1","1994","가작로259번길 14-4"
"강원도 강릉시 홍제동","139-4","0139","0004","(139-4)","44.96","26.5","201304","12","3,100","3","1981","홍제로 38"
"강원도 강릉시 홍제동","139-6","0139","0006","삼진","50.48","33.88","201304","1","3,000","2","1980","홍제로 34"
