"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20111001 ~ 20111031"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 교동","834-3","0834","0003","대동","53.23","74","201110","21","4,000","2","1983","옛강일길 30"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","201110","3","3,500","2","1984","율곡로2968번안길 2"
"강원도 강릉시 노암동","279-62","0279","0062","송죽","79.97","55","201110","23","4,800","1","1980","강변로288번길 13"
"강원도 강릉시 주문진읍 주문리","329-38","0329","0038","대정","84.19","123.08","201110","4","6,000","4","2001","연주로 448-9"
"강원도 강릉시 포남동","1278","1278","0000","민락","57.42","55.85","201110","31","5,500","4","1984","경강로2356번길 13"
"강원도 강릉시 포남동","1084-1","1084","0001","비둘기주택","49.41","7.03","201110","28","2,000","3","1984","가작로303번길 22"
"강원도 강릉시 포남동","626-2","0626","0002","진양그린","58.51","46.56","201110","21","4,550","2","1994","가작로259번길 14-4"
"강원도 강릉시 포남동","1191-1","1191","0001","혜성국민주택","55.65","108","201110","8","5,500","3","1984","경강로2323번길 4"
"강원도 고성군 간성읍 흘리","22-3","0022","0003","알프스글로빌","22.404","92.64","201110","4","2,600","3","2004","흘리길 153"
"강원도 고성군 거진읍 거진리","325-7","0325","0007","현대빌라102","73.86","54","201110","6","5,100","4","2003","벌평로 25"
"강원도 동해시 동회동","264-17","0264","0017","국민주택(7~10동)","78.01","116.23","201110","1","4,300","2","1983","신당3길 13-1"
"강원도 동해시 묵호진동","2-2","0002","0002","삼양비취타워","84.855","74.56","201110","18","7,500","6","1998","일출로 151"
"강원도 동해시 발한동","356-1","0356","0001","사문","54.925","58.5","201110","7","2,150","1","1983","해안로 635-15"
"강원도 동해시 천곡동","1034-5","1034","0005","광명원룸빌라","55.125","31.75","201110","12","3,850","3","1999","동굴1길 12-2"
"강원도 동해시 천곡동","1035-4","1035","0004","뉴코아맨션CD","24.21","15.2","201110","4","600","-1","1991","동굴3길 7-9"
"강원도 동해시 천곡동","998-2","0998","0002","동산빌라2차","82.44","51.84","201110","28","6,500","4","1995","충혼길 15"
"강원도 동해시 천곡동","998-1","0998","0001","범진빌라1차","68.6","34.3","201110","24","6,850","2","1992","충혼길 17"
"강원도 동해시 천곡동","1031-10","1031","0010","승우주택D","61.95","29.11","201110","17","6,200","3","1992","동굴1길 4-9"
"강원도 동해시 천곡동","941","0941","0000","중앙빌라트","98.16","15.54","201110","27","5,450","5","2002","동굴로 147"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","2","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.12","17.3","201110","31","2,680","1","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.12","17.3","201110","31","2,890","3","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","3","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,270","4","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","2","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","3","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","3","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,270","1","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,470","2","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","23.79","14.63","201110","31","2,270","1","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.86","17.75","201110","31","2,890","3","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.12","17.3","201110","31","2,890","2","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.86","17.75","201110","31","2,890","4","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","28.86","17.75","201110","31","2,890","2","2004","감추1길 34"
"강원도 동해시 천곡동","970-4","0970","0004","천호원룸","87.41","53.78","201110","31","8,940","4","2004","감추1길 34"
"강원도 동해시 천곡동","963-1","0963","0001","효성타운2차","80.17","46.24","201110","6","7,000","4","1994","감추1길 3-1"
"강원도 삼척시 남양동","55-5","0055","0005","중앙시장","56.21","9.87","201110","5","1,700","5","1992","진주로 12-21"
"강원도 삼척시 마달동","53-2","0053","0002","누가빌라","84.62","119.15","201110","26","4,300","3","1995","마달1길 91"
"강원도 삼척시 성남동","114-27","0114","0027","대경샤인빌나동","72.71","46.72","201110","5","7,200","1","2004","엑스포로 116-35"
"강원도 삼척시 정상동","281","0281","0000","봉황빌라","84.88","51","201110","7","3,700","3","1995","영진서길 31"
"강원도 삼척시 정상동","455","0455","0000","영진(가,나)","51.09","62.6","201110","11","3,200","1","1987","동해대로 4025-10"
"강원도 속초시 교동","769-32","0769","0032","남성국민주택","55.07","60.27","201110","11","2,800","3","1984","만천1길 69"
"강원도 속초시 교동","619","0619","0000","장미아트빌(619-0)","74.875","85.69","201110","15","7,800","1","2004","미시령로3359번길 39"
"강원도 속초시 교동","635-3","0635","0003","제일주택","66.28","64.16","201110","10","3,500","2","1985","번영로43번길 3"
"강원도 속초시 금호동","625-42","0625","0042","금호","52","90.52","201110","10","2,300","2","1982","번영로67번길 19"
"강원도 속초시 금호동","623-40","0623","0040","대명빌라","58.11","55.08","201110","20","4,500","1","1989","미시령로3469번길 42"
"강원도 속초시 대포동","379-20","0379","0020","대흥빌라","83.46","58.23","201110","12","3,980","-1","1996","밭골길 4"
"강원도 속초시 동명동","512-53","0512","0053","중앙","64.86","99.02","201110","31","4,150","2","1985","번영로129번길 29-21"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","38.52","56.8","201110","10","1,300","1","1988","청봉로1길 21"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","64.95","100.35","201110","25","3,100","1","1988","청봉로1길 21"
"강원도 속초시 조양동","1463-14","1463","0014","부화","51.24","46.78","201110","6","6,000","2","1990","동해대로3950번길 26"
"강원도 속초시 조양동","1463-14","1463","0014","부화","43.05","39.31","201110","24","6,000","1","1990","동해대로3950번길 26"
"강원도 속초시 조양동","633-8","0633","0008","오복주택","54.54","60.43","201110","12","3,250","3","1986","동해대로 4176-1"
"강원도 속초시 조양동","1377-72","1377","0072","조양빌라","70.5","47.4","201110","6","4,500","1","1993","연포길 19"
"강원도 양구군 양구읍 상리","104-3","0104","0003","교보","39.92","63.43","201110","25","3,300","4","1997","중심로 126-9"
"강원도 양구군 양구읍 상리","278-14","0278","0014","비봉하이츠","70.17","46.57","201110","7","6,550","2","1995","양남로7번길 16"
"강원도 양양군 양양읍 남문리","250-5","0250","0005","현대","54.6","50.19","201110","28","2,000","1","1984","남서길 13"
"강원도 양양군 양양읍 서문리","245","0245","0000","대광주택","64.08","66.43","201110","19","3,800","3","1984","현산공원길 11"
"강원도 영월군 상동읍 내덕리","33","0033","0000","상칠랑연립","35.5","114.85","201110","11","2,650","2","1985","태백산로 3211"
"강원도 영월군 영월읍 덕포리","644-14","0644","0014","부영빌라(가.나동)","28.32","25.95","201110","7","1,700","3","1997","덕포하리1길 67"
"강원도 영월군 영월읍 영흥리","777-11","0777","0011","동광맨션(A동)","76.28","67.38","201110","26","10,000","3","2005","봉래산로 56"
"강원도 영월군 영월읍 영흥리","814-1","0814","0001","동진빌라","75.33","53.86","201110","25","5,700","3","1993","영모전길86번길 14-20"
"강원도 영월군 영월읍 영흥리","761-1","0761","0001","별마로타운(104동)","77.93","97.17","201110","4","10,000","2","2005","내성길31번길 18"
"강원도 영월군 영월읍 영흥리","763-29","0763","0029","웰빙빌리지2동","80.699","79.25","201110","13","8,000","1","2006","내성길31번길 12-4"
"강원도 영월군 영월읍 영흥리","1049-111","1049","0111","태일주택(1049-111)","66.06","100","201110","19","2,100","1","1989","단종로 112-1"
"강원도 영월군 영월읍 하송리","377-6","0377","0006","효성주택","67.64","47.39","201110","6","6,000","2","1994","절무리골길 3-4"
"강원도 원주시 귀래면 운남리","1007","1007","0000","명화빌라","85.79","110.69","201110","16","3,500","1","2002","북원로 127"
"강원도 원주시 귀래면 운남리","1007","1007","0000","명화빌라","85.79","110.69","201110","24","3,500","2","2002","북원로 127"
"강원도 원주시 단계동","784","0784","0000","골든빌라","54.83","31.87","201110","12","5,800","3","1992","북원로2246번길 14"
"강원도 원주시 단구동","113","0113","0000","성원주택","53.67","50.48","201110","20","5,200","4","1991","치악로1568번길 1"
"강원도 원주시 단구동","1459-1","1459","0001","영진1","66.54","74.7","201110","22","5,400","2","1984","늘품로 113"
"강원도 원주시 소초면 장양리","1293","1293","0000","우창","48.22","63.22","201110","13","3,000","3","1993","장막1길 64"
"강원도 원주시 일산동","168-1","0168","0001","우성연립","109.34","73.4","201110","18","7,300","2","1983","일산로 7-6"
"강원도 원주시 일산동","247-137","0247","0137","일산연립","72.3","63.63","201110","12","4,200","3","1985","남산로149번길 18"
"강원도 원주시 일산동","247-137","0247","0137","일산연립","66.9","63.63","201110","19","4,500","1","1985","남산로149번길 18"
"강원도 원주시 태장동","1372","1372","0000","북원연립","59.58","74.69","201110","3","3,200","3","1987","북원로2718번길 54"
"강원도 원주시 태장동","1390-7","1390","0007","장미연립","58.44","94.28","201110","28","6,000","2","1984","현충로322번길 22"
"강원도 원주시 학성동","902","0902","0000","중앙연립","56.578","58.26","201110","26","3,500","1","1978","송계2길 25"
"강원도 인제군 기린면 현리","709-4","0709","0004","성신빌라(709-4)B동","51.12","55.67","201110","26","3,000","2","1994","내린천로 3977"
"강원도 인제군 북면 원통리","772-1","0772","0001","우진빌라(772-1)가동","42.03","26.61","201110","6","3,800","4","1995","원통로 116"
"강원도 인제군 북면 원통리","1646-3","1646","0003","트윈빌","74.205","92.48","201110","25","7,637","2","2010","원통로316번길 7-5"
"강원도 인제군 인제읍 남북리","218-9","0218","0009","골든빌라나동","44.11","31.25","201110","6","3,800","2","1990","비봉로30번길 48"
"강원도 인제군 인제읍 덕산리","799-1","0799","0001","라온하이파크1차","84.94","104","201110","24","17,000","5","2011","덕산로 80-2"
"강원도 인제군 인제읍 덕산리","799-1","0799","0001","라온하이파크1차","84.94","104","201110","30","17,500","4","2011","덕산로 80-2"
"강원도 인제군 인제읍 상동리","310-4","0310","0004","극동연립A동","56.84","78.76","201110","6","4,000","2","1984","인제로155번길 6"
"강원도 철원군 갈말읍 문혜리","911-1","0911","0001","선린빌라","39.42","25.87","201110","20","1,900","1","1990","두루미로 145-5"
"강원도 철원군 갈말읍 신철원리","604-10","0604","0010","태봉빌라(604-10)","57.48","33.88","201110","7","3,500","4","1995","명성로174번길 42-1"
"강원도 철원군 동송읍 이평리","845-19","0845","0019","국민연립","86.49","85.69","201110","19","2,600","2","1983","이평1로 41"
