"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20061201 ~ 20061231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"강원도 강릉시 교동","834-1","0834","0001","대동","53.23","73.8","200612","15","2,500","3","1983","옛강일길 30"
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","49.57","93.19","200612","26","2,800","2","1997","범일로 528"
"강원도 강릉시 노암동","315","0315","0000","노암","47.11","48","200612","19","1,500","2","1981","노암길 40"
"강원도 강릉시 송정동","216-3","0216","0003","소라임대주택C단지","62.82","86.12","200612","14","2,600","2","1985","송정길 20"
"강원도 강릉시 주문진읍 주문리","692-1","0692","0001","보성","46.8","43.64","200612","9","1,500","3","1988","주문북로 95"
"강원도 강릉시 주문진읍 주문리","1157-98","1157","0098","소돌","48.09","57","200612","28","2,100","1","1983","신영길 21"
"강원도 강릉시 포남동","1005-20","1005","0020","개미주택","56.76","53.85","200612","23","4,000","3","1984","경강로2234번길 18"
"강원도 강릉시 포남동","626-2","0626","0002","진양그린","58.51","46.56","200612","13","3,900","1","1994","가작로259번길 14-4"
"강원도 동해시 구미동","429","0429","0000","북평주공1차","46.86","93.34","200612","22","3,800","3","1986","구미3길 46"
"강원도 동해시 구미동","461-2","0461","0002","씨티빌1차","89.93","58.71","200612","1","4,300","1","1997","구미2길 17"
"강원도 동해시 부곡동","68-7","0068","0007","금호","68.37","53","200612","13","2,150","1","1981","승지로 10"
"강원도 동해시 부곡동","106-15","0106","0015","부성빌라","34.92","14.17","200612","4","1,900","4","1996","임항로 58"
"강원도 동해시 천곡동","1035-5","1035","0005","뉴코아맨션EF","24.21","15.22","200612","26","1,200","3","1991","동굴3길 7-9"
"강원도 동해시 천곡동","1035-5","1035","0005","뉴코아맨션EF","24.21","15.22","200612","27","750","1","1991","동굴3길 7-9"
"강원도 동해시 천곡동","1035-5","1035","0005","뉴코아맨션EF","24.21","16.22","200612","27","750","3","1991","동굴3길 7-9"
"강원도 동해시 천곡동","1041-1","1041","0001","삼양빌라A","55.81","29.23","200612","18","3,390","1","1993","동굴2길 17"
"강원도 동해시 천곡동","1035-1","1035","0001","신영골드빌라","80.81","39.06","200612","18","5,600","4","1995","동굴2길 8"
"강원도 동해시 천곡동","1035-10","1035","0010","영동주택A","28.89","15.23","200612","4","1,819","3","1991","동굴3길 7-2"
"강원도 동해시 천곡동","814-12","0814","0012","좋은빌라","74.77","40.74","200612","18","4,000","3","2000","평원2길 10-1"
"강원도 동해시 천곡동","1100","1100","0000","한움빌리지","123.4568","250.83","200612","28","13,000","1","2003","천곡1길 58"
"강원도 동해시 효가동","229","0229","0000","협신BC","73.68","88.9","200612","15","2,200","2","1985","효가3길 24-13"
"강원도 삼척시 근덕면 장호리","261","0261","0000","(261)","71.13","166.33","200612","26","3,000","1","1989","삼척로 2081"
"강원도 삼척시 남양동","55-80","0055","0080","신한상가","76.43","23.65","200612","21","6,000","6","1995","중앙로 199"
"강원도 삼척시 남양동","7-4","0007","0004","장미빌라","75.84","56.65","200612","8","3,850","3","1993","사대3길 14"
"강원도 삼척시 마달동","53-2","0053","0002","누가빌라","84.62","119.15","200612","11","3,000","2","1995","마달1길 91"
"강원도 속초시 교동","656-17","0656","0017","교동국민주택","54.44","65.35","200612","4","2,500","2","1983","교동로 29"
"강원도 속초시 교동","656-17","0656","0017","교동국민주택","54.44","65.35","200612","15","2,700","2","1983","교동로 29"
"강원도 속초시 금호동","623-40","0623","0040","대명빌라","58.11","55.09","200612","1","2,800","3","1989","미시령로3469번길 42"
"강원도 속초시 금호동","623-40","0623","0040","대명빌라","58.11","55.08","200612","28","3,500","1","1989","미시령로3469번길 42"
"강원도 속초시 금호동","512-26","0512","0026","속초효성빌라","172.86","117.93","200612","25","12,000","1","1996","영랑호반길 115-1"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","89.205","292.16","200612","27","2,300","2","1988","청봉로1길 21"
